"regionid","sizerank","regionname","regiontype","statename","state","city","metro","countyname","1/31/1996","2/29/1996","3/31/1996","4/30/1996","5/31/1996","6/30/1996","7/31/1996","8/31/1996","9/30/1996","10/31/1996","11/30/1996","12/31/1996","1/31/1997","2/28/1997","3/31/1997","4/30/1997","5/31/1997","6/30/1997","7/31/1997","8/31/1997","9/30/1997","10/31/1997","11/30/1997","12/31/1997","1/31/1998","2/28/1998","3/31/1998","4/30/1998","5/31/1998","6/30/1998","7/31/1998","8/31/1998","9/30/1998","10/31/1998","11/30/1998","12/31/1998","1/31/1999","2/28/1999","3/31/1999","4/30/1999","5/31/1999","6/30/1999","7/31/1999","8/31/1999","9/30/1999","10/31/1999","11/30/1999","12/31/1999","1/31/2000","2/29/2000","3/31/2000","4/30/2000","5/31/2000","6/30/2000","7/31/2000","8/31/2000","9/30/2000","10/31/2000","11/30/2000","12/31/2000","1/31/2001","2/28/2001","3/31/2001","4/30/2001","5/31/2001","6/30/2001","7/31/2001","8/31/2001","9/30/2001","10/31/2001","11/30/2001","12/31/2001","1/31/2002","2/28/2002","3/31/2002","4/30/2002","5/31/2002","6/30/2002","7/31/2002","8/31/2002","9/30/2002","10/31/2002","11/30/2002","12/31/2002","1/31/2003","2/28/2003","3/31/2003","4/30/2003","5/31/2003","6/30/2003","7/31/2003","8/31/2003","9/30/2003","10/31/2003","11/30/2003","12/31/2003","1/31/2004","2/29/2004","3/31/2004","4/30/2004","5/31/2004","6/30/2004","7/31/2004","8/31/2004","9/30/2004","10/31/2004","11/30/2004","12/31/2004","1/31/2005","2/28/2005","3/31/2005","4/30/2005","5/31/2005","6/30/2005","7/31/2005","8/31/2005","9/30/2005","10/31/2005","11/30/2005","12/31/2005","1/31/2006","2/28/2006","3/31/2006","4/30/2006","5/31/2006","6/30/2006","7/31/2006","8/31/2006","9/30/2006","10/31/2006","11/30/2006","12/31/2006","1/31/2007","2/28/2007","3/31/2007","4/30/2007","5/31/2007","6/30/2007","7/31/2007","8/31/2007","9/30/2007","10/31/2007","11/30/2007","12/31/2007","1/31/2008","2/29/2008","3/31/2008","4/30/2008","5/31/2008","6/30/2008","7/31/2008","8/31/2008","9/30/2008","10/31/2008","11/30/2008","12/31/2008","1/31/2009","2/28/2009","3/31/2009","4/30/2009","5/31/2009","6/30/2009","7/31/2009","8/31/2009","9/30/2009","10/31/2009","11/30/2009","12/31/2009","1/31/2010","2/28/2010","3/31/2010","4/30/2010","5/31/2010","6/30/2010","7/31/2010","8/31/2010","9/30/2010","10/31/2010","11/30/2010","12/31/2010","1/31/2011","2/28/2011","3/31/2011","4/30/2011","5/31/2011","6/30/2011","7/31/2011","8/31/2011","9/30/2011","10/31/2011","11/30/2011","12/31/2011","1/31/2012","2/29/2012","3/31/2012","4/30/2012","5/31/2012","6/30/2012","7/31/2012","8/31/2012","9/30/2012","10/31/2012","11/30/2012","12/31/2012","1/31/2013","2/28/2013","3/31/2013","4/30/2013","5/31/2013","6/30/2013","7/31/2013","8/31/2013","9/30/2013","10/31/2013","11/30/2013","12/31/2013","1/31/2014","2/28/2014","3/31/2014","4/30/2014","5/31/2014","6/30/2014","7/31/2014","8/31/2014","9/30/2014","10/31/2014","11/30/2014","12/31/2014","1/31/2015","2/28/2015","3/31/2015","4/30/2015","5/31/2015","6/30/2015","7/31/2015","8/31/2015","9/30/2015","10/31/2015","11/30/2015","12/31/2015","1/31/2016","2/29/2016","3/31/2016","4/30/2016","5/31/2016","6/30/2016","7/31/2016","8/31/2016","9/30/2016","10/31/2016","11/30/2016","12/31/2016","1/31/2017","2/28/2017","3/31/2017","4/30/2017","5/31/2017","6/30/2017","7/31/2017","8/31/2017","9/30/2017","10/31/2017","11/30/2017","12/31/2017","1/31/2018","2/28/2018","3/31/2018","4/30/2018","5/31/2018","6/30/2018","7/31/2018","8/31/2018","9/30/2018","10/31/2018","11/30/2018","12/31/2018","1/31/2019","2/28/2019","3/31/2019","4/30/2019","5/31/2019","6/30/2019","7/31/2019","8/31/2019","9/30/2019","10/31/2019","11/30/2019","12/31/2019","1/31/2020","2/29/2020","3/31/2020","4/30/2020","5/31/2020","6/30/2020","7/31/2020","8/31/2020"
97805,4783,94603,"Zip","CA","CA","Oakland","San Francisco-Oakland-Hayward","Alameda County",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,221949,217684,213966,206668,199501,194399,190975,189658,187551,186885,185396,184576,182242,181580,181670,183568,186714,188086,187624,185759,186335,185948,186004,185980,187813,189674,190728,189739,188502,187265,187180,185462,182585,179221,179070,178199,178543,175980,173596,171393,169168,168015,167145,168899,171324,174509,175339,177671,179873,184429,188918,193863,199133,203962,208970,213882,219915,224701,229610,232296,235712,238712,243431,248314,252630,256861,259254,260677,261047,263126,266664,271951,276083,278849,280957,282782,285064,287473,291986,296998,300696,304281,306590,309960,313980,319469,324133,328640,332576,336573,339374,343892,350064,354895,360002,363519,366147,369418,372168,375859,378676,382239,386196,387488,388210,390667,393860,397787,402798,407512,412703,418814,426286,432285,437710,444999,453998,460641,465005,467708,469572,471693,474098,473371,471064,470307,470920,472992,475724,479242,481263,480527,481015,482055,483581,486662,490478,493792,496570,497985,498243,498928,501986,508154
97820,4956,94619,"Zip","CA","CA","Oakland","San Francisco-Oakland-Hayward","Alameda County",193406,192533,191985,190925,190047,188664,187725,187026,186893,186613,186841,187409,188021,188679,189501,190342,191373,192955,194416,195541,196353,197571,198437,199547,200517,202212,203540,205252,206586,208357,210209,213036,215656,217408,218930,219803,221705,222839,223909,224539,226314,229595,231837,233129,234254,238479,243085,247296,250813,254705,258713,261895,263827,263981,266682,270723,277049,282003,286965,293235,297869,302993,308969,315511,321803,325773,328292,330859,332809,334245,334809,334463,335176,335981,336993,339467,342986,349292,355348,360815,364722,368048,371188,373876,376487,379371,381029,382521,382722,383602,384617,385539,386762,389659,394547,400077,405973,410664,417134,423161,431516,439244,447653,455541,464555,471720,479608,487522,496218,504349,511331,519135,526632,532781,536959,540750,544341,549285,550758,552095,549935,551745,552679,552976,550701,549285,547917,548686,547232,547818,546122,545120,543472,538045,534215,531058,528372,523726,520855,518991,518620,511724,506821,499125,496578,491459,485428,477780,474023,469844,466560,457850,447470,436278,427365,422677,417330,417554,417425,417856,413370,413391,410448,410858,412028,419013,425294,429736,434151,436519,438461,438751,441062,440171,438180,436235,435829,435895,435032,431643,427394,422025,418256,413176,405964,398447,397588,396030,395130,388803,383614,379562,375379,372725,369467,369162,371606,376859,379784,384896,388774,396344,403492,412627,423849,434136,446536,459474,475538,488710,498382,503481,508732,514409,522556,530240,535593,540098,542379,543249,540453,538793,539853,543804,546610,549638,553022,556287,558797,562361,568962,577374,585573,594275,605211,617842,633135,642923,648263,653429,662738,673484,677622,682416,687209,691498,690517,688848,685385,689941,694955,700729,701823,703175,709133,711655,713952,717433,721960,724498,729896,735765,745112,754253,763945,770892,775049,781412,789663,795887,798542,800223,798727,798928,798366,795165,788397,784973,784962,789099,795614,801032,804894,801742,801699,801261,801812,804422,810776,816405,820808,822277,821630,823131,828177,840373
97847,4991,94801,"Zip","CA","CA","Richmond","San Francisco-Oakland-Hayward","Contra Costa County",138474,137741,136938,135882,134404,132863,131366,130375,130135,129717,129300,129059,129150,130100,131676,132720,133967,134667,136574,138256,139615,140192,140629,141179,142025,142484,141952,141514,142529,145487,147045,148336,148998,152389,156004,159275,160806,160815,161379,162492,163402,164083,164266,164625,164520,162965,162820,162944,165245,167084,168707,169303,169213,169906,171232,174007,177193,181609,184973,189282,194074,200109,204821,209277,214519,220555,227835,231420,233612,236034,237609,239862,238859,241427,245014,250030,253805,253844,253183,252878,256909,257158,260720,260442,262572,260283,260853,262767,266513,271651,275059,281229,282919,287800,290067,295892,302652,310916,318120,322149,323545,325129,328914,332898,340102,346928,355035,361236,366332,369011,370819,375248,382724,391070,398711,405823,411242,417093,420916,424910,427262,431207,434041,434340,436000,437134,438538,435549,432034,427861,421741,415171,407394,402728,397868,396327,390213,384307,375853,371182,367127,362083,359494,358274,360063,358943,356641,350750,345465,337606,331079,323272,315976,309654,303788,298460,292921,289340,286865,283211,278682,276081,277144,280037,283222,286058,287727,286594,285183,282345,281868,282526,283761,284801,282950,280851,277741,274513,270338,266671,263465,261606,257878,255203,253710,254019,251921,248459,244355,242070,242912,244676,245752,244657,244257,245515,247458,246924,249142,251558,256203,256694,254336,253177,252628,253354,251758,249973,248144,247399,245442,244057,241987,243083,245797,248248,252141,256769,262370,264577,266082,269568,275413,280213,283355,287927,292615,298284,298175,300356,304036,312160,319636,324589,331492,339180,349648,355287,361556,365692,375657,379719,384356,387181,391979,397902,400367,405641,408879,415610,421034,426916,431858,439432,447072,455404,462208,466902,469472,470280,473711,476397,480776,485191,492799,501332,508250,511200,515695,522233,525664,527771,530519,539082,543422,544575,545755,544490,544404,543283,547664,550561,553249,552465,550185,547166,546752,548869,549576,551728,554265,559999,561493,563968,569281,578954
97814,5028,94612,"Zip","CA","CA","Oakland","San Francisco-Oakland-Hayward","Alameda County",158697,157352,156925,155413,153955,152168,150604,149702,149010,148873,149586,150447,151387,152126,152047,152550,153849,156016,158154,159862,161998,163554,164039,164704,165193,166410,168163,170069,171495,172531,174108,175256,175875,175774,176390,176570,177790,179586,181329,181926,181965,183111,183729,185325,186760,191073,194873,199848,204204,208579,212601,217651,223369,228268,232795,237266,243148,248601,251813,254555,256567,260776,265444,271061,277056,282307,287151,291035,293771,294392,299123,303189,307992,309685,312389,315595,318614,321003,323698,326571,331826,337855,341716,345665,348210,352239,354468,356265,357671,360342,364510,368552,370349,371081,372671,373986,377418,379470,384266,388275,393854,399302,404759,410042,416798,424668,434449,444838,454819,464302,471390,478322,483938,489430,494848,500842,506487,511877,513671,514399,511004,511662,511602,512444,511597,511614,510249,509543,506270,504829,501626,501805,502720,500492,497402,493212,491450,487946,487287,485298,484456,479669,476838,471187,467392,462744,459843,459082,455599,449777,438989,428363,415884,402751,390678,381157,375535,370729,365827,357725,350056,347112,343436,342291,342939,347761,350543,350308,346727,343253,340071,340302,341689,340416,339542,334384,329634,323324,320754,317670,317211,317550,318139,313460,307781,302763,304366,308010,312056,313201,310976,310264,307130,305257,303799,306865,310617,315532,316940,320385,324060,331428,340943,351077,363043,372610,384165,395015,408657,421299,433881,442391,448824,454133,460208,466646,470543,475544,476711,478200,476609,475014,473295,474523,477336,481915,486567,492587,498325,503672,510173,518524,527304,536925,543858,552330,562873,571723,578432,584896,597448,611006,619978,626427,633038,640497,650694,659739,663995,670223,676132,680659,678582,676910,683685,688627,692995,696214,697794,695943,697378,701102,707641,716022,723192,729618,730703,736462,742233,744479,744459,746226,748923,750684,749570,742331,734864,730941,729487,729538,731555,736158,739101,737007,735061,733788,734138,738267,744306,747982,751082,751390,750454,749654,751744,757933
97794,5039,94589,"Zip","CA","CA","Vallejo","Vallejo-Fairfield","Solano County",109401,108991,108772,108202,107821,107420,106993,106758,106628,106824,106784,106852,106989,107321,107469,107669,107890,108304,108929,109293,109638,109467,109691,109842,110070,110398,110902,111454,111757,112033,112292,112811,113321,114228,115102,115942,116500,117000,117593,118532,119580,120603,121578,122393,123353,124205,125583,127432,129947,131851,133757,135290,137348,139665,142114,145391,148729,152418,155441,158017,160262,163660,167118,170650,173810,176828,180005,182054,184419,186609,189138,191613,193823,195318,196942,198815,200911,203382,205854,208955,211426,213911,216201,218811,222010,225650,229020,231987,234986,237411,239948,242264,244827,247298,250309,253999,257822,261262,264786,268779,272580,277182,281751,286884,292455,298209,304389,309713,314699,318411,322787,327634,334017,340047,346470,352509,357747,362136,365362,368863,371354,375372,377735,379438,380781,382130,381706,380117,378029,376074,373555,370339,367716,364332,362525,362086,359024,354879,351347,349102,346793,343270,337122,328773,318376,310507,302798,293145,282075,270359,259362,249409,239475,230590,221624,215782,211803,207695,200711,194087,189304,186546,182337,177376,173724,171689,172817,173526,174207,173164,174649,175282,176905,177222,179811,181821,183587,183379,182689,180097,176974,174608,172751,172439,170557,168346,165628,163120,161051,159942,157961,156647,155261,154951,154342,153793,153595,154745,155138,157239,158373,159732,161506,164844,169798,173847,178400,182703,188043,194018,201592,207797,213875,219366,224807,230027,233607,238674,241784,245172,248413,251042,253515,254966,258279,259888,262779,264252,267765,270740,275417,279340,281499,282249,282375,284421,286136,291210,294505,298924,300930,301643,302018,302989,306761,311945,317604,322137,325459,327097,329673,331931,334159,338690,342952,347689,349513,350849,351203,353366,357213,362389,366989,371787,378778,382619,385210,386670,390750,395147,399407,402164,404531,405756,407573,408683,406281,405286,404734,406132,406296,406782,409116,410406,411150,411295,411709,412382,414469,416312,418334,419135,419968,420270,419279,419325
97822,5230,94621,"Zip","CA","CA","Oakland","San Francisco-Oakland-Hayward","Alameda County",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,164858,163036,161444,158923,156508,154325,152073,152083,153043,154791,155307,155977,156328,157507,158923,160196,161953,163216,164903,163869,161287,157593,155128,154245,154807,154804,154062,151862,149808,148578,147548,145763,145397,145352,147343,146566,144790,143007,142699,144263,145247,146774,148248,151654,153900,157320,159378,163440,167349,172029,176764,180226,184093,187842,192905,196883,199968,200951,202647,205331,210155,214781,218190,221215,222930,223897,223942,225318,228836,234142,238817,242232,244877,247139,249393,252449,258246,264736,269741,273184,276000,279995,284464,288425,291685,295767,300129,304258,305960,309507,314610,320125,325079,328778,331688,336420,340103,343536,346388,350734,356216,359025,361321,364685,368522,372545,377966,382769,388337,395064,402523,408213,412838,418741,425783,430596,433628,435266,435910,436964,437985,436362,433227,432027,431397,432092,434993,439743,444213,444539,445558,446856,449039,452452,456639,459809,462999,465052,464743,463801,463858,467931
97786,5255,94580,"Zip","CA","CA","San Lorenzo","San Francisco-Oakland-Hayward","Alameda County",157168,156593,156215,155535,155230,154960,154651,154517,154553,154998,155439,155860,155886,156048,156559,157400,158237,158827,159811,160712,161700,162334,163138,164442,165987,167815,169352,170966,172135,173782,175673,177410,179154,179715,180703,181092,182875,184573,186082,186727,187274,188733,189063,190453,191440,195994,199776,204018,207240,210710,214140,217882,222975,227124,232263,236037,241398,244920,248821,252991,256267,259876,264460,269615,274113,276857,279665,282607,284861,286415,287840,288695,289898,290821,291624,293485,295662,299866,303487,307564,311110,314481,317215,319713,322601,326174,328959,331247,332088,333530,335086,336878,338389,341117,345658,350478,355517,359276,364938,369908,376620,382256,389207,395834,404142,411335,419104,426853,434836,442826,449708,457799,465745,473452,479068,484547,489203,495201,498494,502181,502901,506094,507533,508125,507434,507269,507626,508455,508041,508239,506580,504619,502415,497206,494525,492263,490449,486112,483627,480937,478913,470506,463860,454080,448104,439707,429171,417525,406951,397322,386355,375513,364266,354872,344879,339425,333909,333641,333365,333047,329531,329515,328804,327767,326363,328658,333974,337159,339538,339508,340304,340574,343026,342099,339870,337360,335406,333738,330496,327105,323751,319364,315581,310830,306307,301735,301112,300768,301982,299445,296067,293010,290461,289644,287964,288771,290214,293276,294227,296825,299469,305188,311677,318353,326188,332824,342814,353073,365811,378651,391638,400919,406913,411668,418854,427530,434076,440768,443676,445870,445116,443835,444262,447381,452181,457060,460723,463456,465595,468294,473393,478755,482749,486555,489567,494422,501928,507861,511844,515893,523298,531700,535023,538355,542382,547282,550574,553158,552865,556770,560188,564326,565809,567808,573547,576964,580946,586028,594551,601278,610436,617452,626620,635830,644892,651521,656291,664140,673395,679391,681693,681825,680448,677496,674389,666299,657047,650910,648150,648999,651744,655837,656372,653524,652539,654966,657560,663592,671206,677707,682463,683867,683411,683696,688384,697733
97838,5271,94704,"Zip","CA","CA","Berkeley","San Francisco-Oakland-Hayward","Alameda County",230874,231103,231018,230732,230117,229711,229424,230178,231422,233052,234034,234813,235679,236690,237948,239935,242799,245339,248407,250567,252613,254097,256752,260342,263744,266327,269178,272258,274689,277360,280386,283512,286337,288259,290450,292223,294532,297148,299391,301014,304204,308817,310650,310956,310783,315068,319169,323084,327923,333626,339590,343796,346812,348944,353907,360493,368940,375414,382559,389451,393952,398373,402779,409278,414587,416604,418559,418873,418806,416387,413723,412391,412307,412996,413464,414508,417023,423418,428540,435475,440905,447918,453368,457557,460788,463218,464626,466072,465812,465761,466170,466235,467380,469474,474767,479875,485257,489262,497116,504170,514381,523368,533827,542759,551592,559038,566766,575882,586182,596508,603045,610212,615987,620330,621989,625390,630256,636337,638746,640042,637677,640887,644073,648292,648119,650746,650888,652613,649756,648266,643314,639885,637037,627879,620867,613946,612254,606545,604406,601626,601169,596784,596741,593696,596190,596843,597730,597064,596575,594004,592564,592463,595630,594086,588433,585720,583893,589608,592583,591866,586263,589971,592570,593374,586577,588696,595624,602011,601864,597166,593663,593520,597310,595201,590253,581554,577496,572693,568544,562819,560463,558063,555676,549556,541163,531769,530679,530277,532021,527503,522424,518708,514752,513625,512245,515304,520792,531301,537755,547464,555187,566993,578572,588343,599271,606962,619987,634088,651566,664261,671203,673294,674659,680457,689974,702575,711243,720120,721013,720796,714533,711262,711195,717003,723271,729852,734986,739683,746057,753012,766923,780250,795316,808234,819553,831755,846350,857501,863907,872351,885650,901174,906232,912841,920201,929535,941539,950280,956797,966102,978109,987789,988535,989878,1000178,1009116,1016163,1025819,1033932,1040888,1050525,1061152,1075208,1089961,1108582,1122014,1132431,1144339,1159767,1165380,1171375,1177347,1184401,1184786,1180399,1168849,1159012,1159766,1161113,1166575,1172090,1182949,1187409,1186720,1188880,1196735,1204001,1216089,1225996,1229094,1230944,1228201,1223436,1217887,1216581,1218640
97885,5286,94947,"Zip","CA","CA","Novato","San Francisco-Oakland-Hayward","Marin County",282948,281536,280825,279377,278629,278044,277652,277646,277809,278341,278931,280086,281789,284191,286267,288180,289930,291739,293511,295181,296984,298795,300878,302951,304490,306106,308126,310441,312444,314823,318023,321437,325235,328796,332376,334696,336956,339618,342541,346147,349898,354271,358003,361590,364812,368748,373709,380721,388848,396285,403361,409651,416483,422371,428703,435757,444264,452695,459850,466894,474242,482106,488531,493706,498590,503142,507145,509143,509786,510585,512848,514009,512136,510458,511415,515423,518911,523539,529958,538774,546816,553634,557884,562362,569068,574732,579269,580916,582903,583547,584382,585684,589259,592297,596744,602414,611253,619235,627712,636509,647797,660265,669530,677823,684713,694810,706011,715078,721793,730049,738118,746988,754475,763517,773474,781413,789455,796015,802742,808194,806945,807260,808758,814183,814015,808721,802753,796251,790665,784470,777847,774008,774628,771703,766112,756812,755793,756355,759057,763415,764329,764238,760103,753730,746206,741645,740002,730988,713088,697766,687594,676449,662357,645231,627352,609167,593486,581711,567550,563970,561472,559385,545120,533808,529349,531092,538692,548610,556512,558149,559654,557219,558436,554394,558505,558114,553931,547701,538604,528968,522158,518053,514737,505537,495312,489719,485752,483844,485561,484578,481858,475580,467820,462012,457829,460435,465760,473206,478611,482685,479149,479982,484623,497500,509902,520088,531502,541818,548290,550408,554325,562035,576041,586075,595282,600187,605994,611186,613938,615852,619112,621549,623380,625714,629918,635835,641439,644493,648873,655553,663351,670046,675720,684457,693579,699963,704610,709050,712400,715985,716564,714035,710895,710916,714114,719162,720788,722924,722138,722442,720925,722979,729220,740254,749966,754564,756813,755399,757539,759499,764390,768273,774410,780504,781608,779615,777684,783297,790491,796636,802176,807409,813279,815295,816373,815053,818151,815395,814997,810948,809968,805769,800749,795246,791224,787981,786530,786433,785175,789291,792636,796776,799272,806320,814765,825045
97849,5335,94803,"Zip","CA","CA","El Sobrante","San Francisco-Oakland-Hayward","Contra Costa County",159684,158866,158973,158928,159789,159895,160603,161860,163693,165026,165811,166558,167203,168769,169854,170903,170719,171980,172748,173419,173352,174447,176082,177888,179264,180285,181403,182919,184198,185028,185086,184700,184653,184088,183917,183586,184909,186758,188679,189846,191814,193953,197052,198921,200197,201835,204762,208520,211168,213147,215296,217820,221186,224196,226966,230395,234950,239559,242596,244821,246198,248685,251264,255132,257071,259600,260768,263630,265138,267561,271019,274141,280312,284502,289329,291295,293868,296981,301535,303840,306435,307499,310541,313964,315591,316508,316303,317986,322211,326819,331705,336937,342797,349710,353148,356698,359456,365351,371732,377869,381031,382165,382177,385280,387866,391216,395018,399476,404902,410674,417171,424608,430052,435742,441559,445731,451943,456697,461268,464182,466441,467171,466510,463699,463759,463179,460852,454711,447487,442133,439614,437921,436243,433206,428275,424296,420671,415303,408680,401363,397524,393116,387901,379610,371833,366590,364486,359340,350995,344734,342752,343121,338587,333054,324802,317755,309114,301187,293697,289709,287402,286487,285607,288286,289936,291099,291706,295992,301208,303161,302550,302186,303334,304564,305019,300819,298356,294770,293263,291585,289682,289502,287980,286531,283833,280757,274988,272538,269582,269564,271200,270387,271273,272260,276659,278126,278478,277648,281593,284025,288710,290725,291402,291828,293002,294955,298513,304194,312163,317896,318547,316692,314799,315736,316906,316809,313611,309169,302721,297554,293275,293073,294191,295242,295334,296884,298911,305128,312969,322732,331956,338592,344012,348297,354821,363983,372016,377459,382544,385154,386805,385264,385455,388129,391572,396162,400525,406226,411935,417863,424490,430914,435861,442123,448279,455824,461253,466702,471568,474859,479847,483198,486662,490656,500155,511447,522175,528719,537839,544724,553499,559960,566331,569265,569120,570991,575881,581145,582900,583146,586883,591025,589078,583495,577536,578850,582454,584288,581437,577477,576944,579750,579568,580550,585610,595317
